Date,Time,Message,Pump 1 Tach,Pump 2 Tach,Pump 3 Tach,Pump 4 Tach,Pump 5 Tach
08/19/2021,8:45,Automatic Log,140,141,144,140,139
08/20/2021,8:51,Started pumps.,N/A,N/A,N/A,N/A,N/A
08/20/2021,09:33:47,first test,N/A,N/A,N/A,N/A,N/A
08/20/2021,09:35:24,Opened log file.,
08/20/2021,09:37:58,Opened log file.,
08/20/2021,09:38:20,Opened log file.,
08/20/2021,09:38:42,Opened log file.,
08/20/2021,09:52:14,Opened log file.,
